# Constructed from biom file
#OTU ID	515rcbc32	515rcbc25	515rcbc16	515rcbc34	515rcbc29	515rcbc11	515rcbc31	515rcbc33	515rcbc10	515rcbc9	515rcbc8	515rcbc12	515rcbc27	515rcbc19	515rcbc30	515rcbc23	515rcbc22	515rcbc28	515rcbc37	515rcbc17	515rcbc14	515rcbc35	515rcbc18	515rcbc13	515rcbc36	515rcbc15	515rcbc24	515rcbc21	515rcbc26	515rcbc20
Arch;P:Euryarchaeota;C:Methanomicrobia;O:Methanosarcinales;D_4__Methanoperedenaceae;D_5__Candidatus Methanoperedens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47282468901e-06	0.0	0.0	1.07564471455e-05	0.0	0.0	7.3749032044e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Euryarchaeota;C:Methanomicrobia;O:Methanosarcinales;D_4__Methanosarcinaceae;D_5__Methanosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41178368785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Euryarchaeota;C:Thermoplasmata;O:Marine Group II;Ambiguous_taxa;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92534784618e-05	0.0
Arch;P:Euryarchaeota;C:Thermoplasmata;O:Marine Group II;D_4__uncultured archaeon;D_5__uncultured archaeon	0.0	0.0	0.0	0.0	1.80028804609e-05	0.0	0.0	0.0	0.0	1.50638708122e-05	0.0	0.0	0.0	0.0	0.000427744385855	0.0	0.0	8.67558516822e-06	0.0	0.000138593735563	8.01205012339e-06	5.66289895123e-05	7.04727842916e-05	0.0	0.0	3.73915644631e-05	0.0	0.0	0.00014761000154	0.0
Arch;P:Euryarchaeota;C:Thermoplasmata;O:Methanomassiliicoccales;D_4__Methanomassiliicoccaceae;D_5__Methanomassiliicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01683383978e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.38024910553e-06	0.0	0.0	0.0
Arch;P:Euryarchaeota;C:Thermoplasmata;O:Methanomassiliicoccales;D_4__Methanomassiliicoccaceae;D_5__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.72277946594e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Euryarchaeota;C:Thermoplasmata;O:Methanomassiliicoccales;D_4__uncultured;D_5__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47282468901e-06	0.0	0.0	0.0	0.0	0.0	0.000361370257015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Nanoarchaeaeota;C:Woesearchaeia;O:Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17;D_4__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17;D_5__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_42_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54138729212e-06	0.0	0.0
Arch;P:Nanoarchaeaeota;C:Woesearchaeia;O:uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.38024910553e-06	1.70827745842e-05	0.0	0.0
Arch;P:Nanoarchaeaeota;C:Woesearchaeia;O:uncultured euryarchaeote;D_4__uncultured euryarchaeote;D_5__uncultured euryarchaeote	3.24226180183e-05	0.0	0.0	6.39969281474e-05	1.20019203072e-05	3.05163364121e-05	0.0	3.80916103228e-05	0.0	0.0	2.37366184813e-05	0.0	0.0	6.76905998064e-06	0.0	4.01214342075e-05	1.98524959551e-05	0.0	7.99539465268e-05	0.0	3.20482004935e-05	0.0	3.52363921458e-05	1.67518217606e-05	0.0	0.0	5.38024910553e-05	4.27069364606e-05	6.41782615393e-06	0.0
Arch;P:Thaumarchaeota;C:Group 1.1c;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	1.08075393394e-05	7.90270193379e-05	5.77380539966e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1209855444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Thaumarchaeota;C:Group 1.1c;O:uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.0	0.0	2.30952215987e-05	0.0	6.00096015362e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;Ambiguous_taxa	0.00323145426249	0.00303463754258	0.00982701679023	0.0151672719709	0.0105916946711	0.00401798429426	0.00304556635821	0.00781830301876	0.00380908598355	0.0169016630513	0.00218376890028	0.000611772931401	0.00607473334746	0.0061530755224	0.0202809838121	0.010765918179	0.00705756231202	0.0155379730363	0.00945055647947	0.0176476023284	0.0120901836362	0.0114617074773	0.00955787136955	0.00845966998911	0.00139241543124	0.00952550104696	0.0267559788018	0.00474046994713	0.0208579350003	0.00765696784074
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__Candidatus Nitrocosmicus	0.00299368839703	0.00167537280996	0.00733273285757	0.000463977729069	0.00469275084013	0.00501485128372	0.00245207137558	0.00176173697743	0.00148313549072	0.00632682574114	0.00327565335042	0.000186220991207	0.00244402062584	0.0039869763286	0.00592942217633	0.00888021077127	0.000674984862472	0.0053788628043	0.00628438019701	0.00104407280791	0.00165048232542	0.0013590957483	0.00142707388191	0.00112237205796	0.00278483086248	0.000317828297936	0.0015548919915	0.000367279653561	0.000301637829234	0.00153139356815
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__Candidatus Nitrososphaera	1.08075393394e-05	0.0	1.7321416199e-05	0.000319984640737	3.60057609217e-05	1.01721121374e-05	0.0	0.0	0.0	3.01277416245e-05	0.0	1.34455589319e-05	7.06364342728e-05	6.76905998064e-06	0.000693240901213	2.6747622805e-05	7.44468598315e-05	8.67558516822e-06	6.39631572214e-05	0.000323385382981	4.80723007403e-05	0.000124583776927	0.000211418352875	0.000117262752324	0.0	0.000158914148968	0.00114599305948	0.000128120809382	0.000577604353853	0.0
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__metagenome	8.64603147155e-05	7.90270193379e-06	0.00130488002032	0.00321584563941	0.00069611137782	0.000467917158319	0.000320174924837	0.000571374154842	0.000284586883828	0.00236502771752	0.000403522514183	0.000326727082045	0.000861764498128	0.000595677278296	0.00303846012021	0.00195257646477	0.0015881996764	0.0020474380997	0.00100741972624	0.00238381225169	0.00151427747332	0.0013704215462	0.0023432200777	0.000887846553313	0.000273022633576	0.0022528417589	0.00619266672047	0.00142641167778	0.00422292960928	0.00153139356815
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__uncultured ammonia-oxidizing archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96312398876e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41782615393e-06	0.0
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__uncultured archaeon	0.00058360712433	0.000205470250279	0.00961338599044	0.0101275138793	0.0109097455593	0.00169874272694	0.00162430205771	0.00699933339682	0.00767290021399	0.0149734875874	0.000593415462033	0.000407400435636	0.00628664265028	0.00704659143985	0.0238430620598	0.00877322028005	0.00479934089713	0.0196241736505	0.00292631444288	0.0102374572669	0.00939012274461	0.00206129521825	0.0104563993693	0.00549459753748	0.000409533950364	0.00550590786719	0.0120517579964	0.00328843410747	0.0191315397649	0.00306278713629
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__uncultured bacterium	0.0	0.0	5.77380539966e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76905998064e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__uncultured crenarchaeote	7.56527753761e-05	0.000308205375418	0.00084874939375	0.0127833863975	0.00381060969755	0.000111893233511	0.000538830971067	0.000523759641939	0.00225480377187	0.00896300313329	0.000237366184813	7.05891843924e-05	0.00282545737091	0.00107628053692	0.010354364099	0.00172522167092	0.00187109774376	0.00189995315184	0.00163106050915	0.00407465582556	0.00291638624491	0.0160939588194	0.0088443344286	0.0059133930815	5.46045267153e-05	0.00784288064613	0.0108734834423	0.00385216566875	0.0221222467526	0.00612557427259
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__uncultured euryarchaeote	1.08075393394e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37366184813e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.60267555047e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrososphaerales;D_4__Nitrososphaeraceae;D_5__uncultured methanogenic archaeon	0.0	0.0	5.77380539966e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3749032044e-06	0.0	0.0	8.67558516822e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrosotaleales;D_4__Nitrosotaleaceae;D_5__Candidatus Nitrosotalea	0.0	7.11243174041e-05	0.00105660638814	0.0	2.40038406145e-05	0.0	0.000866815040412	1.90458051614e-05	0.0	0.0	0.00602910109426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67518217606e-05	2.73022633576e-05	0.0	0.0	0.0	0.0	0.0
Arch;P:Thaumarchaeota;C:Nitrososphaeria;O:Nitrosotaleales;D_4__Nitrosotaleaceae;D_5__uncultured thaumarchaeote	0.0	7.90270193379e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:AT-s3-28;O:uncultured actinobacterium;D_4__uncultured actinobacterium;D_5__uncultured actinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.80909803645e-06	0.0	0.0	0.0	0.0	0.0	6.41782615393e-06	0.0
Bact;P:Acidobacteria;C:AT-s3-28;O:uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.000248573404807	6.32216154703e-05	8.66070809949e-05	0.000111994624258	0.000114018242919	0.000213614354885	0.000140564601148	0.000142843538711	8.75651950241e-05	0.000120510966498	0.000213629566332	5.71436254605e-05	0.0003108003108	0.000182764619477	0.000154872967292	9.36166798176e-05	9.42993557865e-05	0.000225565214374	0.000143917103748	0.000194031229788	0.000136204852098	0.000237841755952	0.000193800156802	0.000100510930564	2.73022633576e-05	0.000205653604547	0.000193688967799	0.000128120809382	8.9849566155e-05	0.0
Bact;P:Acidobacteria;C:AT-s3-28;O:unidentified;D_4__unidentified;D_5__unidentified	2.16150786789e-05	0.0	0.0	3.19984640737e-05	4.8007681229e-05	0.0	0.0	9.52290258071e-06	0.0	0.0	0.0	2.68911178638e-06	2.82545737091e-05	0.0	0.0	0.0	4.96312398876e-06	0.0	0.0	0.0	2.40361503702e-05	1.13257979025e-05	1.76181960729e-05	0.0	5.46045267153e-05	3.73915644631e-05	1.61407473166e-05	2.56241618764e-05	1.28356523079e-05	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);Ambiguous_taxa	0.000810565450458	0.00553189135365	0.0017321416199	1.59992320369e-05	4.20067210754e-05	0.000233958579159	0.000983952208036	0.000152366441291	5.47282468901e-05	0.0	0.00071209855444	3.36138973297e-06	0.0	0.000351991118993	0.0	1.33738114025e-05	4.96312398876e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000191115843503	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Acidicapsa	0.0	0.0	2.30952215987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000162457439535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Acidipila	0.000410686494899	0.00123282150167	0.000560059123767	4.79976961106e-05	6.60105616899e-05	8.13768970989e-05	7.80914450822e-05	3.80916103228e-05	2.1891298756e-05	0.0	0.000379785895701	0.0	0.0	0.000148919319574	0.0	2.6747622805e-05	3.97049919101e-05	2.60267555047e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Bryocella	0.0	2.37081058014e-05	5.1964248597e-05	0.0	0.0	0.0	7.80914450822e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73022633576e-05	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Edaphobacter	0.000659259899706	0.000529481029564	0.000502321069771	0.0	6.00096015362e-06	0.000172925906335	0.000327984069345	1.90458051614e-05	0.000180603214737	0.0	9.49464739253e-05	3.83198429559e-05	1.41272868546e-05	0.000683675058045	0.0	1.33738114025e-05	6.45206118539e-05	0.0	0.0	9.23958237088e-06	8.01205012339e-06	4.53031916098e-05	0.0	0.0	0.000191115843503	9.34789111576e-06	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Granulicella	3.24226180183e-05	0.00229968626273	0.00131642763112	0.0	6.00096015362e-06	1.01721121374e-05	0.00143688258951	1.90458051614e-05	0.000421407501054	0.0	7.1209855444e-05	0.0	0.0	0.000568601038374	0.0	0.0	0.0	0.0	0.0	2.77187471126e-05	0.0	0.0	0.0	0.0	0.000273022633576	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Occallatibacter	3.24226180183e-05	0.00097993503979	0.00125868957713	0.0	0.0	0.0	0.00013275545664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Terriglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34455589319e-06	0.0	1.35381199613e-05	0.0	0.0	4.96312398876e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__uncultured	0.000324226180183	0.00135926473261	0.00139148710132	0.0	1.20019203072e-05	0.000315335476258	0.000304556635821	0.0	1.6418474067e-05	0.0	0.00192266609699	0.0	0.0	0.000500910438567	0.0	0.0	0.0	8.67558516822e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.73022633576e-05	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09215398258e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73022633576e-05	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__Koribacteraceae;D_5__Candidatus Koribacter	0.000237765865468	0.0029477078213	0.000207856994388	0.0	3.00048007681e-05	0.000213614354885	0.000195228612705	0.000352347395486	8.75651950241e-05	0.0	0.000498468988108	1.74792266115e-05	0.0	0.00010830495969	0.000110623548066	0.0	3.97049919101e-05	0.0	1.59907893054e-05	9.23958237088e-06	8.01205012339e-06	0.0	0.0	1.67518217606e-05	0.0	0.0	0.0	8.54138729212e-06	6.41782615393e-06	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;Ambiguous_taxa	0.00922963859588	0.042492828298	0.00460749670893	1.59992320369e-05	0.000444071051368	0.00121048134435	0.00322517668189	0.000657080278069	0.000536336819523	0.00013557483731	0.0249471860239	3.29416193831e-05	2.82545737091e-05	0.000995051817154	8.84988384527e-05	0.00021398098244	5.45943638764e-05	4.33779258411e-05	0.00020788026097	2.77187471126e-05	0.000104156651604	2.26515958049e-05	0.0	1.67518217606e-05	0.000109209053431	0.0	1.61407473166e-05	0.0	0.0	0.00306278713629
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;D_5__uncultured Acidobacteria bacterium	0.00864603147155	0.00962549095536	0.00264440287305	6.39969281474e-05	0.000228036485838	0.00331610855678	0.00420131974542	0.000485668031616	0.00119854860689	0.000256085803808	0.0136722922452	4.70594562616e-06	0.0	0.000392605478877	3.6874516022e-05	8.02428684151e-05	1.98524959551e-05	5.20535110093e-05	3.19815786107e-05	0.0	4.00602506169e-05	2.26515958049e-05	0.0	0.0	0.000191115843503	0.0	0.0	0.0	0.0	0.00153139356815
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;D_5__uncultured Acidobacteriaceae bacterium	0.000291803562165	0.00120121069394	5.1964248597e-05	1.59992320369e-05	2.40038406145e-05	0.000203442242747	0.000242083479755	5.71374154842e-05	0.0	0.0	0.000166156329369	0.0	0.0	0.000182764619477	1.47498064088e-05	0.0	6.94837358427e-05	8.67558516822e-06	3.19815786107e-05	0.0	3.20482004935e-05	0.0	0.0	0.0	0.0	9.34789111576e-06	0.0	8.54138729212e-06	6.41782615393e-06	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;D_5__uncultured Acidobacteriales bacterium	0.0	0.0	5.77380539966e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76905998064e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;D_5__uncultured Holophaga sp.	0.0	0.0	3.4642832398e-05	0.0	0.0	0.0	7.80914450822e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;D_5__uncultured bacterium	0.0121800968356	0.00588751294067	0.000779463728954	3.19984640737e-05	0.000192030724916	0.000457745046181	0.0014212643005	8.57061232264e-05	9.85108444021e-05	6.0255483249e-05	0.020959434119	4.90762901014e-05	5.65091474182e-05	0.000304607699129	8.84988384527e-05	9.36166798176e-05	9.92624797753e-06	1.73511703364e-05	0.000159907893054	4.61979118544e-05	4.00602506169e-05	0.000124583776927	0.0	0.000100510930564	0.0	9.34789111576e-06	1.61407473166e-05	1.70827745842e-05	1.28356523079e-05	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;D_5__uncultured forest soil bacterium	0.0	7.90270193379e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Acidobacteriales;D_4__uncultured;D_5__uncultured soil bacterium	3.24226180183e-05	0.000173859442543	0.0	0.0	0.0	0.0	1.56182890164e-05	0.0	1.0945649378e-05	0.0	2.37366184813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41782615393e-06	0.0
Bact;P:Acidobacteria;C:Acidobacteriia;O:Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter	0.00957547985475	0.0159002362908	0.00580844823206	0.00201590323664	0.00216634661546	0.00463848313464	0.00421693803444	0.00254261498905	0.00246277111005	0.00278681610027	0.0125804077951	0.00472880307634	0.00180829271738	0.00536109550467	0.00135698218961	0.00506867452155	0.0019008764877	0.00222962538823	0.00273442497122	0.00126582278481	0.0024997596385	0.00115523138605	0.00128612831332	0.00249602144233	0.0034127829197	0.0015984893808	0.00234040836091	0.00215242959762	0.00118088001232	0.0
