# Constructed from biom file
#OTU ID	515rcbc32	515rcbc25	515rcbc16	515rcbc34	515rcbc29	515rcbc11	515rcbc31	515rcbc33	515rcbc10	515rcbc9	515rcbc8	515rcbc12	515rcbc27	515rcbc19	515rcbc30	515rcbc23	515rcbc22	515rcbc28	515rcbc37	515rcbc17	515rcbc14	515rcbc35	515rcbc18	515rcbc13	515rcbc36	515rcbc15	515rcbc24	515rcbc21	515rcbc26	515rcbc20
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11	0.00058360712433	0.000173859442543	0.0016282131227	0.00540774042846	0.00412866058569	0.000213614354885	0.000734059583773	0.00336158461099	0.003185183969	0.00390154254037	0.000617152080515	0.00214725576142	0.00163876527513	0.0023420947533	0.00387919908551	0.00256777178928	0.00247659887039	0.00372182603717	0.00180695919151	0.00254088515199	0.00330897670096	0.00379414229732	0.0037702939596	0.00338386799564	0.000191115843503	0.00224349386778	0.00384149786135	0.00367279653561	0.0114173127278	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15	0.000907833304513	0.000181762144477	0.000456130626573	0.000783962369806	0.000744119059049	0.000559466167555	0.000327984069345	0.000342824492905	0.000487081397322	0.000994215473608	0.00135298725344	5.98327372469e-05	0.000226036589673	0.000406143598838	0.002020723478	0.00026747622805	0.000148893719663	0.000286294310551	0.000271843418191	0.000378822877206	0.000336506105182	0.00217455319727	0.00119803733296	0.000335036435212	2.73022633576e-05	0.000289784624589	0.000398138433809	0.000375821040853	0.000815063921548	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17	0.00247492650873	0.00113008637653	0.0017610106469	0.00575972353327	0.00493278924628	0.0020140782032	0.00181953067042	0.00382820683744	0.00360111864537	0.00254579416727	0.00232618861117	0.00366996531046	0.00573567846295	0.00387867136891	0.003355580958	0.00282187420593	0.00685407422848	0.00378255513334	0.00414161443009	0.00472142659152	0.00366150690639	0.00467755453372	0.00626326870392	0.00696875785242	0.00046413847708	0.0105070296141	0.00457859198881	0.00813994208939	0.0071879652924	0.00459418070444
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 18	0.000183728168771	7.90270193379e-06	0.000190535578189	0.00193590707646	0.000918146903505	0.000233958579159	0.000187419468197	0.000523759641939	0.000415934676365	0.000451916124367	9.49464739253e-05	0.000272944846317	0.000381436745073	0.000379067358916	0.00147498064088	0.000508204833295	0.000823878582135	0.000546561865598	0.000303824996802	0.000582093689365	0.000584879659007	0.00176682447278	0.00236083827377	0.000753831979228	0.000163813580146	0.0012432695184	0.00134506227638	0.00310052358704	0.0035233865585	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6418474067e-05	6.0255483249e-05	0.0	0.0	2.82545737091e-05	0.0	7.3749032044e-06	0.0	4.96312398876e-06	0.0	1.59907893054e-05	0.0	0.0	2.26515958049e-05	3.52363921458e-05	0.0	0.0	5.60873466946e-05	1.07604982111e-05	0.0	3.20891307696e-05	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 20	5.40376966972e-05	1.58054038676e-05	5.77380539966e-06	1.59992320369e-05	2.40038406145e-05	0.0	0.0	2.85687077421e-05	5.47282468901e-05	3.01277416245e-05	2.37366184813e-05	0.0	2.82545737091e-05	4.06143598838e-05	0.000258121612154	0.0	1.98524959551e-05	8.67558516822e-06	0.0	0.0	0.0	0.000113257979025	8.80909803645e-06	0.0	0.0	3.73915644631e-05	0.0	0.0	0.000141192175386	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47498064088e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22	0.000940255922532	0.000474162116027	0.00184184392249	0.0145912996176	0.00702712433989	0.0010884159987	0.000991761352544	0.0040948481097	0.00450960754374	0.00251566642564	0.000284839421776	0.00482964476833	0.00470438652257	0.00372975204933	0.00222722076773	0.0016048573683	0.0084819788968	0.00442454843579	0.00286235128566	0.00428716622009	0.00473512162292	0.00372618750991	0.0148785665836	0.0117765306977	0.000300324896934	0.00791766377505	0.00592365426519	0.0292115445391	0.0123286440417	0.00459418070444
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25	4.32301573578e-05	2.37081058014e-05	0.00034642832398	0.00265587251812	0.00102016322612	9.15490092363e-05	0.000163992034673	0.000714217693553	0.00106720081436	0.00156664256447	0.0	0.000655470997929	0.000974782792965	0.000764903777812	0.00277296360485	0.000200607171038	0.000828841706124	0.0014748494786	0.000927465779711	0.00184791647418	0.00125789186937	0.00169886968537	0.00186752878373	0.000904598375073	0.000163813580146	0.000897397547113	0.00210905764937	0.00080289040546	0.00404964830313	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5	0.00946740446135	0.00779996680865	0.00739047091157	0.00460777882662	0.00362457993279	0.00573707124547	0.00707508492445	0.00506618417294	0.0104859321041	0.010348879248	0.00550689548767	0.0106018232178	0.00508582326764	0.00685028870041	0.00484531140529	0.0105251895738	0.00762335844674	0.00805961862128	0.00474926442369	0.00339092673011	0.00895747203795	0.00374883910571	0.00714417850756	0.011826786163	0.00144701995795	0.00431872569548	0.00512737739757	0.00994217480803	0.00672588180931	0.00459418070444
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6	0.110009942936	0.0658057990027	0.0850885701748	0.105946914548	0.0966154584734	0.0877751556333	0.111584865878	0.0761736977431	0.118721985979	0.0845685707399	0.0790429395428	0.0967199558986	0.139662357844	0.108081580711	0.100682178546	0.103326066896	0.099401447247	0.120356393039	0.0928425227069	0.110893467615	0.0811540556998	0.109225994971	0.109629225064	0.129072786666	0.0305512326972	0.114296664672	0.131062868211	0.112045918498	0.117619499923	0.105666156202
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 9	0.0	0.0	4.04166377976e-05	0.00025598771259	0.000144023043687	0.0	2.34274335247e-05	1.90458051614e-05	7.11467209571e-05	0.0	0.0	6.7900072606e-05	0.0	4.73834198645e-05	0.000176997676905	9.36166798176e-05	4.96312398876e-06	0.000121458192355	0.000223871050275	0.000120114570821	8.01205012339e-06	0.000249167553854	0.000220227450911	5.02554652818e-05	0.0	0.0001776099312	0.000188308718694	0.000111038034798	0.000622529136931	0.00153139356815
D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia	0.00249654158741	0.000331913481219	0.000646666204762	0.00206390093276	0.00145823331733	0.0015258168206	0.000851196751396	0.00177125988001	0.0013463148735	0.00364545673656	0.00213629566332	0.00253314330277	0.0035742035742	0.00326268691067	0.00288358715292	0.00232704318404	0.0019455446036	0.00215154512172	0.00169502366637	0.00159844775016	0.00357337435503	0.00348834575396	0.00385838493997	0.00390317447022	0.000273022633576	0.00215936284774	0.00236192935733	0.0019559776899	0.00203445089079	0.0122511485452
D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14	0.0	0.000134345932874	0.00017321416199	3.19984640737e-05	6.60105616899e-05	0.0	0.0	1.90458051614e-05	1.6418474067e-05	0.000105447095686	0.0	6.72277946594e-07	2.82545737091e-05	1.35381199613e-05	0.000877613481323	2.6747622805e-05	1.48893719663e-05	6.07290961775e-05	0.000159907893054	0.000221749976901	8.01205012339e-05	0.000577615693026	7.04727842916e-05	0.0	0.0	2.80436733473e-05	0.0	0.0	8.9849566155e-05	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia	0.00899187273042	0.0118935664104	0.0148964179311	0.0300145593012	0.0228216514642	0.014291817553	0.00908984420757	0.0212741643653	0.0212017228452	0.0167208966016	0.00985069666975	0.014929948638	0.0269689906054	0.00999113253143	0.0182897599469	0.0157276022094	0.0176091639121	0.0150781670224	0.0212037866189	0.0292987156981	0.0130836778515	0.0175549867488	0.031413243598	0.0157969679203	0.00363120102657	0.0413831139695	0.0199015414414	0.0195426941244	0.0212879293526	0.0229709035222
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria	0.029515389936	0.0434095417223	0.0489156793459	0.0279026606723	0.0565710513682	0.0379318061602	0.034680410761	0.0398628702028	0.0349822954121	0.044528802121	0.0386906881246	0.0269435555436	0.038468602105	0.0421780127394	0.0319849551975	0.0393591269576	0.0387471089803	0.0332014644388	0.0471248560829	0.0531183590502	0.0363106111592	0.0226062926133	0.0359763563809	0.0254962727197	0.159472520272	0.0481603350284	0.0378823339521	0.0200551773619	0.0219682189249	0.0444104134763
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia	0.0	7.90270193379e-06	0.0	0.0	0.0	0.0	0.0	9.52290258071e-06	0.0	1.50638708122e-05	0.0	1.07564471455e-05	0.0	6.76905998064e-06	0.000317120837789	0.0	0.0	1.73511703364e-05	0.0	0.0	0.0	1.13257979025e-05	0.0	0.0	0.0	0.0	1.61407473166e-05	0.0	6.41782615393e-06	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__FFCH16263	0.0	0.0	0.0	0.0	1.20019203072e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.68911178638e-06	0.0	0.0	2.94996128176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60873466946e-05	1.07604982111e-05	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108	0.000929448383192	0.000537383731498	0.000698630453359	0.0202870262227	0.0138082093135	0.00114944867152	0.00150716489009	0.0163413008285	0.0132004531499	0.0126687153531	0.000569678843552	0.00217549143518	0.0108497563043	0.00432542932763	0.0130904531878	0.00429299346021	0.0121348381525	0.00825915708015	0.00551682231035	0.024937632819	0.0111768099221	0.00509660905611	0.017644623367	0.00772258983164	0.000791765637371	0.0296141190547	0.0128641756113	0.00877200474901	0.0159162088617	0.0153139356815
D_0__Bacteria;D_1__Actinobacteria;D_2__Nitriliruptoria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1891298756e-05	0.0	0.0	4.70594562616e-06	0.0	0.0	2.21247096132e-05	0.0	4.96312398876e-06	0.0	1.59907893054e-05	5.54374942253e-05	5.60843508637e-05	1.13257979025e-05	3.52363921458e-05	1.67518217606e-05	0.0	6.54352378103e-05	1.07604982111e-05	0.0	5.77604353853e-05	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria	1.08075393394e-05	0.0	0.000127023718793	0.000287986176664	0.000156024963994	9.15490092363e-05	0.000210846901722	0.000114274830968	0.000131347792536	0.000180766449747	4.74732369627e-05	7.19337402856e-05	0.000141272868546	0.000162457439535	0.000508868321103	5.349524561e-05	0.000134004347697	7.8080266514e-05	7.99539465268e-05	0.000332624965352	0.000152228952344	0.000192538564342	0.000202609254838	0.000150766395846	0.000191115843503	0.000102826802273	0.000193688967799	0.000298948555224	0.00017969913231	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia	0.0550211827771	0.101778898205	0.062091503268	0.0942674751612	0.0818530964954	0.0659254587623	0.0466908750146	0.0808494429102	0.0628991741508	0.0632531935406	0.0549265351658	0.0175135127867	0.0749593840503	0.0303253887133	0.0727091706921	0.0478916186324	0.0654983472797	0.062507591137	0.0706313163618	0.112953894484	0.06818254655	0.0567875506829	0.0802068376219	0.0395007957115	0.0149889425833	0.142985342507	0.0653754068813	0.0420236254772	0.0533513888176	0.0750382848392
D_0__Bacteria;D_1__AncK6;D_2__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90458051614e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92534784618e-05	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia	6.48452360367e-05	0.000213372952212	7.50594701956e-05	1.59992320369e-05	1.80028804609e-05	7.12047849615e-05	2.34274335247e-05	1.90458051614e-05	1.0945649378e-05	0.0	0.000142419710888	1.74792266115e-05	0.0	3.38452999032e-05	5.16243224308e-05	5.349524561e-05	6.45206118539e-05	8.67558516822e-06	1.59907893054e-05	0.0	0.0	0.0	3.52363921458e-05	3.35036435212e-05	0.0	1.86957822315e-05	2.69012455277e-05	6.8331098337e-05	0.0	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes	0.000713297596403	0.000798172895313	9.23808863946e-05	9.59953922212e-05	4.20067210754e-05	6.10326728242e-05	3.90457225411e-05	2.85687077421e-05	5.47282468901e-06	7.53193540612e-05	0.000545942225071	2.21851722376e-05	1.41272868546e-05	0.000135381199613	0.000464618901877	1.33738114025e-05	0.000163783091629	4.33779258411e-05	0.00020788026097	3.69583294835e-05	7.21084511105e-05	0.000328448139171	0.000184991058765	0.000100510930564	2.73022633576e-05	1.86957822315e-05	8.0703736583e-05	7.68724856291e-05	7.05960876932e-05	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia	0.000788950371779	0.000798172895313	0.000444583015774	0.000351983104811	0.000114018242919	0.000549294055418	0.000585685838116	0.000257118369679	6.02010715791e-05	0.000451916124367	0.000949464739253	0.00033950036303	0.000169527442255	0.000873208737503	0.000339245547402	0.00042796196488	0.000258082447416	0.000303645480888	0.000559677625688	0.000304906218239	0.000424638656539	0.00116655718395	0.000466882195932	0.000368540078734	0.000436836213722	0.000392611426862	0.000398138433809	0.000264783006056	0.00017969913231	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured	0.000324226180183	0.000126443230941	0.000150118940391	0.000447978497032	0.0004140662506	0.000111893233511	0.000179610323689	0.000180935149033	0.000125874967847	0.000256085803808	0.000284839421776	9.6135746363e-05	0.000282545737091	0.000311376759109	0.000958737416571	6.68690570126e-05	0.00028289806736	0.000303645480888	0.00023986183958	0.000369583294835	0.000240361503702	0.000464357714001	0.000554973176296	0.000234525504649	0.000163813580146	0.00079457074484	0.000398138433809	0.000102496647505	0.000821481747702	0.0
D_0__Bacteria;D_1__BRC1;Ambiguous_taxa	0.0	7.90270193379e-06	0.0	0.0	1.20019203072e-05	0.000122065345648	0.0	0.0	5.47282468901e-06	6.0255483249e-05	0.0	0.0	4.23818605637e-05	4.06143598838e-05	0.000154872967292	5.349524561e-05	0.0	3.47023406729e-05	0.0	0.0	1.60241002468e-05	0.0	0.0	0.0	0.000136511316788	0.0	5.38024910553e-06	0.0	0.0	0.0
D_0__Bacteria;D_1__BRC1;D_2__metagenome	4.32301573578e-05	7.90270193379e-06	1.7321416199e-05	0.0	6.00096015362e-06	3.05163364121e-05	4.68548670493e-05	0.0	1.0945649378e-05	3.01277416245e-05	0.000118683092407	1.27732809853e-05	4.23818605637e-05	3.38452999032e-05	0.0	4.01214342075e-05	0.0	0.0	4.79723679161e-05	0.0	0.0	0.0	8.80909803645e-06	0.0	0.000218418106861	1.86957822315e-05	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__BRC1;D_2__soil bacterium WWH121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03366767957e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__BRC1;D_2__uncultured Acidobacteria bacterium	2.16150786789e-05	0.000158054038676	0.000115476107993	7.99961601843e-05	7.20115218435e-05	9.15490092363e-05	6.24731560658e-05	8.57061232264e-05	4.92554222011e-05	0.000301277416245	2.37366184813e-05	6.99169064458e-05	8.47637211274e-05	0.00010153589971	7.3749032044e-05	0.000641942947321	6.45206118539e-05	0.000286294310551	0.000127926314443	5.54374942253e-05	0.000104156651604	0.0	0.000114518274474	1.67518217606e-05	0.0	4.67394555788e-05	8.0703736583e-05	4.27069364606e-05	1.28356523079e-05	0.0
D_0__Bacteria;D_1__BRC1;D_2__uncultured bacterium	7.56527753761e-05	8.69297212717e-05	0.000202083188988	0.000111994624258	4.20067210754e-05	0.000132237457786	6.24731560658e-05	0.000190458051614	0.000142293441914	0.000286213545433	7.1209855444e-05	0.000201011106032	8.47637211274e-05	0.000169226499516	0.000420369482651	0.000280850039453	0.000148893719663	0.000216889629205	0.00020788026097	9.23958237088e-05	0.000208313303208	1.13257979025e-05	9.6900078401e-05	0.000117262752324	0.000627952057226	0.000158914148968	0.000118365480322	0.00011957942209	5.13426092314e-05	0.0
D_0__Bacteria;D_1__BRC1;D_2__uncultured delta proteobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13257979025e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__BRC1;D_2__uncultured soil bacterium PBS-74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103248644862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__BRC1;D_2__uncultured soil bacterium PBS-II-34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94996128176e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__BRC1;D_2__uncultured soil bacterium PBS-III-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3749032044e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.0666609026457	0.0861394510783	0.104384627821	0.0529734572741	0.092654824772	0.0990967164422	0.0903986568271	0.0650223788211	0.0984615889799	0.0894643287539	0.0703790737971	0.198164008928	0.0869958324504	0.0934265658528	0.0536376710056	0.146282749121	0.0822737063617	0.0863914771051	0.0965683766151	0.0603437124642	0.108859725026	0.0300586676331	0.05074040469	0.0971103107463	0.227127528872	0.0488240352976	0.0550991310898	0.0794946915278	0.0380962160497	0.116385911179
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria	0.000345841258862	0.00124072420361	0.000554285318368	0.000751963905733	0.000390062409986	0.000681531513203	0.000538830971067	0.000838015427102	0.00101794539216	0.000933959990359	0.000640888698996	0.00304474682013	0.00115843752207	0.000643060698161	0.000538367933921	0.00193920265336	0.00130530160904	0.000919612027831	0.00174299603428	0.000434260371431	0.00135403647085	0.000396402926586	0.000951382587937	0.000988357483876	0.00106478827095	0.000701091833682	0.000581066903398	0.00109329757339	0.000365816090774	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia	0.0	0.0	0.0	0.0	0.0	1.01721121374e-05	0.0	0.0	5.47282468901e-06	0.0	0.0	3.36138973297e-06	0.0	0.0	2.21247096132e-05	2.6747622805e-05	0.0	0.0	0.0	0.0	0.0	1.13257979025e-05	8.80909803645e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae	0.000399878955559	0.000371426990888	0.000866070809949	0.000527974657216	0.000324051848296	0.000508605606868	0.00043731209246	0.000352347395486	0.00055275529359	0.000361532899494	0.000189892947851	0.000413450937155	0.000254291163382	0.000297838639148	0.000132748257679	0.00032097147366	0.000178672463595	0.000199538458869	0.000367788154023	0.000166312482676	0.000136204852098	0.000215190160147	0.000237845646984	8.37591088031e-05	8.19067900729e-05	0.000102826802273	0.000166787722272	0.00016228635855	0.000314473481542	0.00153139356815
D_0__Bacteria;D_1__Chlamydiae;D_2__LD1-PA32	0.0	0.0	0.0	3.19984640737e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3	9.7267854055e-05	0.000505772923763	3.4642832398e-05	0.0	0.0	1.01721121374e-05	0.0	0.0	3.2836948134e-05	0.0	0.000118683092407	0.0	0.0	6.76905998064e-06	8.11239352483e-05	0.0	0.0	0.0	0.0	0.0	8.01205012339e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28356523079e-05	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae	0.00310176379042	0.00211002141632	0.00199196286288	0.00431979264995	0.00316250600096	0.00208528298816	0.00159306547968	0.00277116465099	0.00346977085283	0.00537780187997	0.00363170262764	0.00286793772017	0.00221798403617	0.00534755738471	0.0127217080276	0.00335682666203	0.00298283751725	0.00334010028976	0.00433350390175	0.00344636422434	0.00288433804442	0.00338641357284	0.00810437019354	0.00477426920178	0.0021295765419	0.00387002692193	0.00663384714712	0.00557752590176	0.00560276223238	0.00306278713629
